asin,name,date,rating,review,sentiment,cleaned_review,bert_sentiment,review_length
B07Q2B5Z9D,Mamaearth-Blemishes-Pigmentation-Blemish-Mulberry,2020-02-11,1,The ingredients list in 30ml bottle are completely different from 50ml bottle.. more chemicals present in 30ml pack. The cream smells like antiseptic/chemical cream. In 50ml cream u ll find essential oils in the ingredients list but in 30ml you will find chemicals list.. totally it's waste of money.,-1,ingredients list ml bottle completely different ml bottle chemicals present ml pack cream smells like antisepticchemical cream ml cream u find essential oils ingredients list ml find chemicals list totally waste money,0,32
B07Q2B5Z9D,Mamaearth-Blemishes-Pigmentation-Blemish-Mulberry,2020-03-06,2,So I am a big fan of MAMA EARTH products and I generally places order from Nykaa. This time thought of giving a try to Amazon. But I am highly disappointed by the product. It seems like a copied product of the original mama earth. The scent is bad and this cream broke me out badly. It is not like the original product. You don't expect this from a product which is on a pricier side.,-1,big fan mama earth products generally places order nykaa time thought giving try amazon highly disappointed product seems like copied product original mama earth scent bad cream broke badly like original product dont expect product pricier side,0,37
B07Q2B5Z9D,Mamaearth-Blemishes-Pigmentation-Blemish-Mulberry,2020-03-24,5,Guys I cant believe it this really work on my face it's like magic for me I love this memaearth bye bye one you can see be4 n after pic so much difference I brought this on 27 feb 2020 now its 23march with in a month my face spots have lighten up n face became fair n dark spots r less I love this memaearth plz go n try this value for money,1,guys cant believe really work face like magic love memaearth bye bye one see n pic much difference brought feb march month face spots lighten n face became fair n dark spots r less love memaearth plz go n try value money,1,42
B082FL9GB6,Mamaearth-Face-Wash-100-ml,2019-02-05,5,I am writing this review after using it around 20 days. It seems very natural and chemical free and is very gentle on skin. But it does its job of cleaning the skin properly. It contains tea tree which is one of my favourite ingredients for skin care. Give it a try... its definitely better than all other chemicals containing face washes.And its even affordable as compared to other natural brands available in market.,1,writing review using around days seems natural chemical free gentle skin job cleaning skin properly contains tea tree one favourite ingredients skin care give try definitely better chemicals containing face washesand even affordable compared natural brands available market,1,38
B082FL9GB6,Mamaearth-Face-Wash-100-ml,2018-10-12,5,Though it is pricey but quality comes at a price. It is free of chemicals so a healthy option for skin. Gives results on acne prone face in 7-8 days. Cleanses face very well and quantity required is also less. This will b my face wash for years to come.,1,though pricey quality comes price free chemicals healthy option skin gives results acne prone face days cleanses face well quantity required also less b face wash years come,1,28
B082FL9GB6,Mamaearth-Face-Wash-100-ml,2019-03-05,5,"This face wash is amazing guys. I've oily skin. Every now and then my face breaks out. But when I first time used this within 4 wash my pimples were gone! I'm not jocking guys. This face wash does wonders. I use it two times daily, after waking up in the morning and before going to bed. Now I'm using it for two months. And I don't  a single pimple past two months. For every oily skin acne prone beauties I'll recommend this facewash.",1,face wash amazing guys ive oily skin every face breaks first time used within wash pimples gone im jocking guys face wash wonders use two times daily waking morning going bed im using two months dont single pimple past two months every oily skin acne prone beauties ill recommend facewash,1,50
B082FL9GB6,Mamaearth-Face-Wash-100-ml,2018-08-06,4,"I have oily to combination skin. During Monsoons, my skin becomes even oilier due to humidity and also it becomes more prone to breakouts. I have been using this face wash for quite some time now and it works amazing on my skin. It extracts the excess oil from my skin and leaves it clean but not dehydrated. Also, I haven't faced any breakout on my face since I've started using it.",1,oily combination skin monsoons skin becomes even oilier due humidity also becomes prone breakouts using face wash quite time works amazing skin extracts excess oil skin leaves clean dehydrated also havent faced breakout face since ive started using,1,38
B082FL9GB6,Mamaearth-Face-Wash-100-ml,2018-11-15,1,Caused too much pimples on dry and sensitive skin. Would recommend VLCC for such skin type as it doesn't atleast have any side effects. Very disappointed by Mamaearth. Had a hell a lot of expectations.,-1,caused much pimples dry sensitive skin would recommend vlcc skin type doesnt atleast side effects disappointed mamaearth hell lot expectations,0,20
B082FL9GB6,Mamaearth-Face-Wash-100-ml,2019-01-09,4,I really love services of amazon their delivery their return policy their  packing.Their service towards their customers its applicable.Now product- 3.5 star  Average plus product. odour of the material i didn't like. It smells like medicated facewash. I dont know whether it fights with acne or pimple. I wasn't having any pimple or acne issues but only for concern i switched to herbal facewash and first i picked aroma magic tea tree oil face which was good i applied it on my face for several months but suddenly some acne and pimple attack on my face i didn't know the cause and then i switched to mamaearth face wash but it did nothing on my face used it for 15 days no result i got. Both the product were fail to cure my pimple or acneI don't know what kind of pimple attack it was. only two or three pimple used to occur after healing that again two or three. OMG finally i consulted to doctor.Both the product i purchased with recommandation of fit tuber on YouTube.If your face is free of pimples or acne then you can use these products by replacing chemical products. But if you're suffering from pimples or acne i dont know both the facewashes will work or not. Because everybody has their own skin and their own causes of occuring pimples or acnes.You can buy and try.,1,really love services amazon delivery return policy packingtheir service towards customers applicablenow product star average plus product odour material didnt like smells like medicated facewash dont know whether fights acne pimple wasnt pimple acne issues concern switched herbal facewash first picked aroma magic tea tree oil face good applied face several months suddenly acne pimple attack face didnt know cause switched mamaearth face wash nothing face used days result got product fail cure pimple acnei dont know kind pimple attack two three pimple used occur healing two three omg finally consulted doctorboth product purchased recommandation fit tuber youtubeif face free pimples acne use products replacing chemical products youre suffering pimples acne dont know facewashes work everybody skin causes occuring pimples acnesyou buy try,1,123
B082FL9GB6,Mamaearth-Face-Wash-100-ml,2019-02-11,1,I have acne prone oily skin.. thought this product will help reducing them and also stop further breakouts.. I am reviewing after 1month of use.. this product is of no use.,-1,acne prone oily skin thought product help reducing also stop breakouts reviewing month use product use,0,16
B082FL9GB6,Mamaearth-Face-Wash-100-ml,2018-08-24,5,"I love Mamaearth products and have been using them since six months now. Was looking for a facewash for acne for my mom when I stumbled across Mamaearth's new range of face washes. All the products are chemical free and this one is really gentle on the skin. This comes in an easy squeezy tube. The facewash is clear like a gel and have tea tree fragrance. it really helps fighting acne and in almost two uses, my mother was really impressed. A must buy for anyone fighting acne.",1,love mamaearth products using since six months looking facewash acne mom stumbled across mamaearths new range face washes products chemical free one really gentle skin comes easy squeezy tube facewash clear like gel tea tree fragrance really helps fighting acne almost two uses mother really impressed must buy anyone fighting acne,1,51
B082FL9GB6,Mamaearth-Face-Wash-100-ml,2020-03-18,1,"I m editing this review on 11/5/2020, my experience with this product is so disappointing.its quality is lower than regular soap , for any skin type I don't recommend to buy this, not worth for money, it just clean your face with water that's all it do, it's a scam, I bought this product after watching fit YouTubber channel, and I wasted my money; I say don't go after product that says it's natural it's a big scam , not only they don't work on you but they come very very expensive , I use home remedies and some regular Market product.",-1,editing review experience product disappointingits quality lower regular soap skin type dont recommend buy worth money clean face water thats scam bought product watching fit youtubber channel wasted money say dont go product says natural big scam dont work come expensive use home remedies regular market product,0,47
B082FL9GB6,Mamaearth-Face-Wash-100-ml,2019-05-27,5,"I have sensitive and acne prone skin. More than active acne i have scars on my face. This face wash shows visible results after 1 usage only. It is very gentle on skin, has a pleasant and mild fragrance. Does not rip off the natural oil from your face, leaves your face deeply cleansed and smooth after wash. It is complete value for money",1,sensitive acne prone skin active acne scars face face wash shows visible results usage gentle skin pleasant mild fragrance rip natural oil face leaves face deeply cleansed smooth wash complete value money,1,32
B082FL9GB6,Mamaearth-Face-Wash-100-ml,2019-02-05,5,I am writing this review after using it around 20 days. It seems very natural and chemical free and is very gentle on skin. But it does its job of cleaning the skin properly. It contains tea tree which is one of my favourite ingredients for skin care. Give it a try... its definitely better than all other chemicals containing face washes.And its even affordable as compared to other natural brands available in market.,1,writing review using around days seems natural chemical free gentle skin job cleaning skin properly contains tea tree one favourite ingredients skin care give try definitely better chemicals containing face washesand even affordable compared natural brands available market,1,38
B082FL9GB6,Mamaearth-Face-Wash-100-ml,2018-10-12,5,Though it is pricey but quality comes at a price. It is free of chemicals so a healthy option for skin. Gives results on acne prone face in 7-8 days. Cleanses face very well and quantity required is also less. This will b my face wash for years to come.,1,though pricey quality comes price free chemicals healthy option skin gives results acne prone face days cleanses face well quantity required also less b face wash years come,1,28
B082FL9GB6,Mamaearth-Face-Wash-100-ml,2019-03-05,5,"This face wash is amazing guys. I've oily skin. Every now and then my face breaks out. But when I first time used this within 4 wash my pimples were gone! I'm not jocking guys. This face wash does wonders. I use it two times daily, after waking up in the morning and before going to bed. Now I'm using it for two months. And I don't  a single pimple past two months. For every oily skin acne prone beauties I'll recommend this facewash.",1,face wash amazing guys ive oily skin every face breaks first time used within wash pimples gone im jocking guys face wash wonders use two times daily waking morning going bed im using two months dont single pimple past two months every oily skin acne prone beauties ill recommend facewash,1,50
B082FL9GB6,Mamaearth-Face-Wash-100-ml,2018-08-06,4,"I have oily to combination skin. During Monsoons, my skin becomes even oilier due to humidity and also it becomes more prone to breakouts. I have been using this face wash for quite some time now and it works amazing on my skin. It extracts the excess oil from my skin and leaves it clean but not dehydrated. Also, I haven't faced any breakout on my face since I've started using it.",1,oily combination skin monsoons skin becomes even oilier due humidity also becomes prone breakouts using face wash quite time works amazing skin extracts excess oil skin leaves clean dehydrated also havent faced breakout face since ive started using,1,38
B082FL9GB6,Mamaearth-Face-Wash-100-ml,2018-11-15,1,Caused too much pimples on dry and sensitive skin. Would recommend VLCC for such skin type as it doesn't atleast have any side effects. Very disappointed by Mamaearth. Had a hell a lot of expectations.,-1,caused much pimples dry sensitive skin would recommend vlcc skin type doesnt atleast side effects disappointed mamaearth hell lot expectations,0,20
B082FL9GB6,Mamaearth-Face-Wash-100-ml,2019-01-09,4,I really love services of amazon their delivery their return policy their  packing.Their service towards their customers its applicable.Now product- 3.5 star  Average plus product. odour of the material i didn't like. It smells like medicated facewash. I dont know whether it fights with acne or pimple. I wasn't having any pimple or acne issues but only for concern i switched to herbal facewash and first i picked aroma magic tea tree oil face which was good i applied it on my face for several months but suddenly some acne and pimple attack on my face i didn't know the cause and then i switched to mamaearth face wash but it did nothing on my face used it for 15 days no result i got. Both the product were fail to cure my pimple or acneI don't know what kind of pimple attack it was. only two or three pimple used to occur after healing that again two or three. OMG finally i consulted to doctor.Both the product i purchased with recommandation of fit tuber on YouTube.If your face is free of pimples or acne then you can use these products by replacing chemical products. But if you're suffering from pimples or acne i dont know both the facewashes will work or not. Because everybody has their own skin and their own causes of occuring pimples or acnes.You can buy and try.,1,really love services amazon delivery return policy packingtheir service towards customers applicablenow product star average plus product odour material didnt like smells like medicated facewash dont know whether fights acne pimple wasnt pimple acne issues concern switched herbal facewash first picked aroma magic tea tree oil face good applied face several months suddenly acne pimple attack face didnt know cause switched mamaearth face wash nothing face used days result got product fail cure pimple acnei dont know kind pimple attack two three pimple used occur healing two three omg finally consulted doctorboth product purchased recommandation fit tuber youtubeif face free pimples acne use products replacing chemical products youre suffering pimples acne dont know facewashes work everybody skin causes occuring pimples acnesyou buy try,1,123
B082FL9GB6,Mamaearth-Face-Wash-100-ml,2019-02-11,1,I have acne prone oily skin.. thought this product will help reducing them and also stop further breakouts.. I am reviewing after 1month of use.. this product is of no use.,-1,acne prone oily skin thought product help reducing also stop breakouts reviewing month use product use,0,16
B082FL9GB6,Mamaearth-Face-Wash-100-ml,2018-08-24,5,"I love Mamaearth products and have been using them since six months now. Was looking for a facewash for acne for my mom when I stumbled across Mamaearth's new range of face washes. All the products are chemical free and this one is really gentle on the skin. This comes in an easy squeezy tube. The facewash is clear like a gel and have tea tree fragrance. it really helps fighting acne and in almost two uses, my mother was really impressed. A must buy for anyone fighting acne.",1,love mamaearth products using since six months looking facewash acne mom stumbled across mamaearths new range face washes products chemical free one really gentle skin comes easy squeezy tube facewash clear like gel tea tree fragrance really helps fighting acne almost two uses mother really impressed must buy anyone fighting acne,1,51
B082FL9GB6,Mamaearth-Face-Wash-100-ml,2020-03-18,1,"I m editing this review on 11/5/2020, my experience with this product is so disappointing.its quality is lower than regular soap , for any skin type I don't recommend to buy this, not worth for money, it just clean your face with water that's all it do, it's a scam, I bought this product after watching fit YouTubber channel, and I wasted my money; I say don't go after product that says it's natural it's a big scam , not only they don't work on you but they come very very expensive , I use home remedies and some regular Market product.",-1,editing review experience product disappointingits quality lower regular soap skin type dont recommend buy worth money clean face water thats scam bought product watching fit youtubber channel wasted money say dont go product says natural big scam dont work come expensive use home remedies regular market product,0,47
B082FL9GB6,Mamaearth-Face-Wash-100-ml,2019-05-27,5,"I have sensitive and acne prone skin. More than active acne i have scars on my face. This face wash shows visible results after 1 usage only. It is very gentle on skin, has a pleasant and mild fragrance. Does not rip off the natural oil from your face, leaves your face deeply cleansed and smooth after wash. It is complete value for money",1,sensitive acne prone skin active acne scars face face wash shows visible results usage gentle skin pleasant mild fragrance rip natural oil face leaves face deeply cleansed smooth wash complete value money,1,32
B089W938BR,Mamaearth-Face-Wash-100-ml,2019-02-05,5,I am writing this review after using it around 20 days. It seems very natural and chemical free and is very gentle on skin. But it does its job of cleaning the skin properly. It contains tea tree which is one of my favourite ingredients for skin care. Give it a try... its definitely better than all other chemicals containing face washes.And its even affordable as compared to other natural brands available in market.,1,writing review using around days seems natural chemical free gentle skin job cleaning skin properly contains tea tree one favourite ingredients skin care give try definitely better chemicals containing face washesand even affordable compared natural brands available market,1,38
B089W938BR,Mamaearth-Face-Wash-100-ml,2018-10-12,5,Though it is pricey but quality comes at a price. It is free of chemicals so a healthy option for skin. Gives results on acne prone face in 7-8 days. Cleanses face very well and quantity required is also less. This will b my face wash for years to come.,1,though pricey quality comes price free chemicals healthy option skin gives results acne prone face days cleanses face well quantity required also less b face wash years come,1,28
B089W938BR,Mamaearth-Face-Wash-100-ml,2019-03-05,5,"This face wash is amazing guys. I've oily skin. Every now and then my face breaks out. But when I first time used this within 4 wash my pimples were gone! I'm not jocking guys. This face wash does wonders. I use it two times daily, after waking up in the morning and before going to bed. Now I'm using it for two months. And I don't  a single pimple past two months. For every oily skin acne prone beauties I'll recommend this facewash.",1,face wash amazing guys ive oily skin every face breaks first time used within wash pimples gone im jocking guys face wash wonders use two times daily waking morning going bed im using two months dont single pimple past two months every oily skin acne prone beauties ill recommend facewash,1,50
B089W938BR,Mamaearth-Face-Wash-100-ml,2018-08-06,4,"I have oily to combination skin. During Monsoons, my skin becomes even oilier due to humidity and also it becomes more prone to breakouts. I have been using this face wash for quite some time now and it works amazing on my skin. It extracts the excess oil from my skin and leaves it clean but not dehydrated. Also, I haven't faced any breakout on my face since I've started using it.",1,oily combination skin monsoons skin becomes even oilier due humidity also becomes prone breakouts using face wash quite time works amazing skin extracts excess oil skin leaves clean dehydrated also havent faced breakout face since ive started using,1,38
B089W938BR,Mamaearth-Face-Wash-100-ml,2018-11-15,1,Caused too much pimples on dry and sensitive skin. Would recommend VLCC for such skin type as it doesn't atleast have any side effects. Very disappointed by Mamaearth. Had a hell a lot of expectations.,-1,caused much pimples dry sensitive skin would recommend vlcc skin type doesnt atleast side effects disappointed mamaearth hell lot expectations,0,20
B089W938BR,Mamaearth-Face-Wash-100-ml,2019-01-09,4,I really love services of amazon their delivery their return policy their  packing.Their service towards their customers its applicable.Now product- 3.5 star  Average plus product. odour of the material i didn't like. It smells like medicated facewash. I dont know whether it fights with acne or pimple. I wasn't having any pimple or acne issues but only for concern i switched to herbal facewash and first i picked aroma magic tea tree oil face which was good i applied it on my face for several months but suddenly some acne and pimple attack on my face i didn't know the cause and then i switched to mamaearth face wash but it did nothing on my face used it for 15 days no result i got. Both the product were fail to cure my pimple or acneI don't know what kind of pimple attack it was. only two or three pimple used to occur after healing that again two or three. OMG finally i consulted to doctor.Both the product i purchased with recommandation of fit tuber on YouTube.If your face is free of pimples or acne then you can use these products by replacing chemical products. But if you're suffering from pimples or acne i dont know both the facewashes will work or not. Because everybody has their own skin and their own causes of occuring pimples or acnes.You can buy and try.,1,really love services amazon delivery return policy packingtheir service towards customers applicablenow product star average plus product odour material didnt like smells like medicated facewash dont know whether fights acne pimple wasnt pimple acne issues concern switched herbal facewash first picked aroma magic tea tree oil face good applied face several months suddenly acne pimple attack face didnt know cause switched mamaearth face wash nothing face used days result got product fail cure pimple acnei dont know kind pimple attack two three pimple used occur healing two three omg finally consulted doctorboth product purchased recommandation fit tuber youtubeif face free pimples acne use products replacing chemical products youre suffering pimples acne dont know facewashes work everybody skin causes occuring pimples acnesyou buy try,1,123
B089W938BR,Mamaearth-Face-Wash-100-ml,2019-02-11,1,I have acne prone oily skin.. thought this product will help reducing them and also stop further breakouts.. I am reviewing after 1month of use.. this product is of no use.,-1,acne prone oily skin thought product help reducing also stop breakouts reviewing month use product use,0,16
B089W938BR,Mamaearth-Face-Wash-100-ml,2018-08-24,5,"I love Mamaearth products and have been using them since six months now. Was looking for a facewash for acne for my mom when I stumbled across Mamaearth's new range of face washes. All the products are chemical free and this one is really gentle on the skin. This comes in an easy squeezy tube. The facewash is clear like a gel and have tea tree fragrance. it really helps fighting acne and in almost two uses, my mother was really impressed. A must buy for anyone fighting acne.",1,love mamaearth products using since six months looking facewash acne mom stumbled across mamaearths new range face washes products chemical free one really gentle skin comes easy squeezy tube facewash clear like gel tea tree fragrance really helps fighting acne almost two uses mother really impressed must buy anyone fighting acne,1,51
B089W938BR,Mamaearth-Face-Wash-100-ml,2020-03-18,1,"I m editing this review on 11/5/2020, my experience with this product is so disappointing.its quality is lower than regular soap , for any skin type I don't recommend to buy this, not worth for money, it just clean your face with water that's all it do, it's a scam, I bought this product after watching fit YouTubber channel, and I wasted my money; I say don't go after product that says it's natural it's a big scam , not only they don't work on you but they come very very expensive , I use home remedies and some regular Market product.",-1,editing review experience product disappointingits quality lower regular soap skin type dont recommend buy worth money clean face water thats scam bought product watching fit youtubber channel wasted money say dont go product says natural big scam dont work come expensive use home remedies regular market product,0,47
B089W938BR,Mamaearth-Face-Wash-100-ml,2019-05-27,5,"I have sensitive and acne prone skin. More than active acne i have scars on my face. This face wash shows visible results after 1 usage only. It is very gentle on skin, has a pleasant and mild fragrance. Does not rip off the natural oil from your face, leaves your face deeply cleansed and smooth after wash. It is complete value for money",1,sensitive acne prone skin active acne scars face face wash shows visible results usage gentle skin pleasant mild fragrance rip natural oil face leaves face deeply cleansed smooth wash complete value money,1,32
B089W938BR,Mamaearth-Face-Wash-100-ml,2019-02-05,5,I am writing this review after using it around 20 days. It seems very natural and chemical free and is very gentle on skin. But it does its job of cleaning the skin properly. It contains tea tree which is one of my favourite ingredients for skin care. Give it a try... its definitely better than all other chemicals containing face washes.And its even affordable as compared to other natural brands available in market.,1,writing review using around days seems natural chemical free gentle skin job cleaning skin properly contains tea tree one favourite ingredients skin care give try definitely better chemicals containing face washesand even affordable compared natural brands available market,1,38
B089W938BR,Mamaearth-Face-Wash-100-ml,2018-10-12,5,Though it is pricey but quality comes at a price. It is free of chemicals so a healthy option for skin. Gives results on acne prone face in 7-8 days. Cleanses face very well and quantity required is also less. This will b my face wash for years to come.,1,though pricey quality comes price free chemicals healthy option skin gives results acne prone face days cleanses face well quantity required also less b face wash years come,1,28
B089W938BR,Mamaearth-Face-Wash-100-ml,2019-03-05,5,"This face wash is amazing guys. I've oily skin. Every now and then my face breaks out. But when I first time used this within 4 wash my pimples were gone! I'm not jocking guys. This face wash does wonders. I use it two times daily, after waking up in the morning and before going to bed. Now I'm using it for two months. And I don't  a single pimple past two months. For every oily skin acne prone beauties I'll recommend this facewash.",1,face wash amazing guys ive oily skin every face breaks first time used within wash pimples gone im jocking guys face wash wonders use two times daily waking morning going bed im using two months dont single pimple past two months every oily skin acne prone beauties ill recommend facewash,1,50
B089W938BR,Mamaearth-Face-Wash-100-ml,2018-08-06,4,"I have oily to combination skin. During Monsoons, my skin becomes even oilier due to humidity and also it becomes more prone to breakouts. I have been using this face wash for quite some time now and it works amazing on my skin. It extracts the excess oil from my skin and leaves it clean but not dehydrated. Also, I haven't faced any breakout on my face since I've started using it.",1,oily combination skin monsoons skin becomes even oilier due humidity also becomes prone breakouts using face wash quite time works amazing skin extracts excess oil skin leaves clean dehydrated also havent faced breakout face since ive started using,1,38
B089W938BR,Mamaearth-Face-Wash-100-ml,2018-11-15,1,Caused too much pimples on dry and sensitive skin. Would recommend VLCC for such skin type as it doesn't atleast have any side effects. Very disappointed by Mamaearth. Had a hell a lot of expectations.,-1,caused much pimples dry sensitive skin would recommend vlcc skin type doesnt atleast side effects disappointed mamaearth hell lot expectations,0,20
B089W938BR,Mamaearth-Face-Wash-100-ml,2019-01-09,4,I really love services of amazon their delivery their return policy their  packing.Their service towards their customers its applicable.Now product- 3.5 star  Average plus product. odour of the material i didn't like. It smells like medicated facewash. I dont know whether it fights with acne or pimple. I wasn't having any pimple or acne issues but only for concern i switched to herbal facewash and first i picked aroma magic tea tree oil face which was good i applied it on my face for several months but suddenly some acne and pimple attack on my face i didn't know the cause and then i switched to mamaearth face wash but it did nothing on my face used it for 15 days no result i got. Both the product were fail to cure my pimple or acneI don't know what kind of pimple attack it was. only two or three pimple used to occur after healing that again two or three. OMG finally i consulted to doctor.Both the product i purchased with recommandation of fit tuber on YouTube.If your face is free of pimples or acne then you can use these products by replacing chemical products. But if you're suffering from pimples or acne i dont know both the facewashes will work or not. Because everybody has their own skin and their own causes of occuring pimples or acnes.You can buy and try.,1,really love services amazon delivery return policy packingtheir service towards customers applicablenow product star average plus product odour material didnt like smells like medicated facewash dont know whether fights acne pimple wasnt pimple acne issues concern switched herbal facewash first picked aroma magic tea tree oil face good applied face several months suddenly acne pimple attack face didnt know cause switched mamaearth face wash nothing face used days result got product fail cure pimple acnei dont know kind pimple attack two three pimple used occur healing two three omg finally consulted doctorboth product purchased recommandation fit tuber youtubeif face free pimples acne use products replacing chemical products youre suffering pimples acne dont know facewashes work everybody skin causes occuring pimples acnesyou buy try,1,123
B089W938BR,Mamaearth-Face-Wash-100-ml,2019-02-11,1,I have acne prone oily skin.. thought this product will help reducing them and also stop further breakouts.. I am reviewing after 1month of use.. this product is of no use.,-1,acne prone oily skin thought product help reducing also stop breakouts reviewing month use product use,0,16
B089W938BR,Mamaearth-Face-Wash-100-ml,2018-08-24,5,"I love Mamaearth products and have been using them since six months now. Was looking for a facewash for acne for my mom when I stumbled across Mamaearth's new range of face washes. All the products are chemical free and this one is really gentle on the skin. This comes in an easy squeezy tube. The facewash is clear like a gel and have tea tree fragrance. it really helps fighting acne and in almost two uses, my mother was really impressed. A must buy for anyone fighting acne.",1,love mamaearth products using since six months looking facewash acne mom stumbled across mamaearths new range face washes products chemical free one really gentle skin comes easy squeezy tube facewash clear like gel tea tree fragrance really helps fighting acne almost two uses mother really impressed must buy anyone fighting acne,1,51
B089W938BR,Mamaearth-Face-Wash-100-ml,2020-03-18,1,"I m editing this review on 11/5/2020, my experience with this product is so disappointing.its quality is lower than regular soap , for any skin type I don't recommend to buy this, not worth for money, it just clean your face with water that's all it do, it's a scam, I bought this product after watching fit YouTubber channel, and I wasted my money; I say don't go after product that says it's natural it's a big scam , not only they don't work on you but they come very very expensive , I use home remedies and some regular Market product.",-1,editing review experience product disappointingits quality lower regular soap skin type dont recommend buy worth money clean face water thats scam bought product watching fit youtubber channel wasted money say dont go product says natural big scam dont work come expensive use home remedies regular market product,0,47
B089W938BR,Mamaearth-Face-Wash-100-ml,2019-05-27,5,"I have sensitive and acne prone skin. More than active acne i have scars on my face. This face wash shows visible results after 1 usage only. It is very gentle on skin, has a pleasant and mild fragrance. Does not rip off the natural oil from your face, leaves your face deeply cleansed and smooth after wash. It is complete value for money",1,sensitive acne prone skin active acne scars face face wash shows visible results usage gentle skin pleasant mild fragrance rip natural oil face leaves face deeply cleansed smooth wash complete value money,1,32
B07QSQCF9R,Mamaearth-Moisturizing-Baby-Bathing-Oatmeal,2019-06-19,5,"Mamaearth is always best.  Every product of this brand is awesome.  I love all babies products by Mamaearth. Best part of this soap is SUITABLE FOR EVERY BABY'S DELICATE SKIN even you can try it for your newborns as well.  I'm using it for my baby since birth. Quality same as mentioned. The natural nutrients present in goat milk gets easily absorbed in the delicate skin of your baby and keeps it moisturized for long time.SUITS DRY, ITCHY, ECZEMA PRONE SKIN as well.  Best product. You can purchase it for your baby or for gifting for your loved ones.",1,mamaearth always best every product brand awesome love babies products mamaearth best part soap suitable every babys delicate skin even try newborns well im using baby since birth quality mentioned natural nutrients present goat milk gets easily absorbed delicate skin baby keeps moisturized long timesuits dry itchy eczema prone skin well best product purchase baby gifting loved ones,1,58
B07QSQCF9R,Mamaearth-Moisturizing-Baby-Bathing-Oatmeal,2019-07-23,1,Update: horrible bathing that I have used so far... My 3 year old son developed hives after using the soap and more over it turned him dark... Fragrance too strong... It literally hits you.. Will never buy again...The bar is ok ok... Not so good as it claims.... I used on my kid and feel it doesn't cleanse well.  I have a dry skin... I used for myself on face and found that my skin is still dry after washing... So nothing great about the moisturising part and more over I don't feel fresh after washing my face with this bar... Its like I haven't washed my face.  So I really doubt if it cleanses ur skin.,-1,update horrible bathing used far year old son developed hives using soap turned dark fragrance strong literally hits never buy againthe bar ok ok good claims used kid feel doesnt cleanse well dry skin used face found skin still dry washing nothing great moisturising part dont feel fresh washing face bar like havent washed face really doubt cleanses ur skin,1,60
B07QSQCF9R,Mamaearth-Moisturizing-Baby-Bathing-Oatmeal,2019-06-23,3,"Although, it makes a very rich and creamy lather, it starts melting quickly if kept wet. I need to take it out of the bathroom and dry it for the next use as I want to save as much of it as possible because it's costlier than other brands. But, it does a far better job than other brands and it's organic. I'm happy to have this soap in my skincare regimen as an adult who has a very sensitive skin prone to irritation. The best thing about this soap is it doesn't leave any residue, which I'm surprised to see. Other brands leave a thin film which makes skin feel very slippery and smooth and I don't like that. I want my skin to feel naked, fresh and not stripped with moisture. Mamaearth soap as well as the mamaearth baby wash did an excellent job. :)",0,although makes rich creamy lather starts melting quickly kept wet need take bathroom dry next use want save much possible costlier brands far better job brands organic im happy soap skincare regimen adult sensitive skin prone irritation best thing soap doesnt leave residue im surprised see brands leave thin film makes skin feel slippery smooth dont like want skin feel naked fresh stripped moisture mamaearth soap well mamaearth baby wash excellent job,1,72
B07QSQCF9R,Mamaearth-Moisturizing-Baby-Bathing-Oatmeal,2019-06-22,1,"Very bad product worth ZERO star. The entire soap turn into a pasty mass after one time use. Not worth buying this product as the second day onwards one has to scoop it with hand like a cream and apply on baby. Bad manufacturing process for this soap. Better they market it in the form of liquid body wash. Moreover, the soapy feel doesn't go from the body on few rinse. Worst than Teddy bar which has similar outcome, but better than this. Dermadew found to best on my trials to find a good soap for my baby.",-1,bad product worth zero star entire soap turn pasty mass one time use worth buying product second day onwards one scoop hand like cream apply baby bad manufacturing process soap better market form liquid body wash moreover soapy feel doesnt go body rinse worst teddy bar similar outcome better dermadew found best trials find good soap baby,0,57
B07QSQCF9R,Mamaearth-Moisturizing-Baby-Bathing-Oatmeal,2020-06-13,1,I avoided the previous negative reviews for this item and trusted mama earth brand but I'm sharing this review after 2 weeks of use. On 1st day itself I got rashes on my skin but I ignored it. Later on my whole face got rashes and small boils. My skin became too dry and spotty. I used it with mama earth baby cream still my skin was drying out giving me many burns on face. I stopped using this item and continued my cetaphil cleansing lotion. I will never use mama earth's any product again. I threw away the soaps and moisturizer.,-1,avoided previous negative reviews item trusted mama earth brand im sharing review weeks use st day got rashes skin ignored later whole face got rashes small boils skin became dry spotty used mama earth baby cream still skin drying giving many burns face stopped using item continued cetaphil cleansing lotion never use mama earths product threw away soaps moisturizer,0,59
B07QSQCF9R,Mamaearth-Moisturizing-Baby-Bathing-Oatmeal,2019-04-29,5,"I really have started appreciating this brand as the product they made really works well and best part is they are made from safe ingredients. This baby soap is been enriched with goodness  goat milk, oatmeal, Shea butter and coconut based cleanser. The skin of my toddler feels so soft after bath. The shape of the soap is perfect for little one to hold as well. No tears formula of soap is working great. It is very gentle on the skin. The fragrance is so amazing. I highly recommend this moisturizing bath to all mommies and daddies. I specially recommend it for toddlers who are in phase where they want to be independent and bath by themselves.",1,really started appreciating brand product made really works well best part made safe ingredients baby soap enriched goodness goat milk oatmeal shea butter coconut based cleanser skin toddler feels soft bath shape soap perfect little one hold well tears formula soap working great gentle skin fragrance amazing highly recommend moisturizing bath mommies daddies specially recommend toddlers phase want independent bath,1,60
